,field_1,ID,region,locality,sites,Kulbicki,PROVINCE,xxx,temp,Richness,grav_total,Age_of_pro,Class,biomassare,ModelMode,OutFlow,Outdegree,btwdegree,SelfR,Inflow,Indegree,CorridorIn,grav_nei,IndegreeMP,InflowMPA,IndegreeNe,InflowNei,Larval_beh,FE,Netflow,Kulbicki.1,PROVINCE.1,Lon,Lat,prod.Jan,prod.Feb,prod.Mar,prod.Apr,prod.May,prod.Jun,prod.Jul,prod.Aug,prod.Sep,prod.Oct,prod.Nov,prod.Dec
355,355,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,resid,0,0,0,0,0,0,0,0,0,0,0,0,passive,resid,NA,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
356,356,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,resid15,4,3,100.9728886,1,10,6,0,60,5,9,236,805.1666667,active,resid,-0.428571429,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
357,357,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,resid35,0,0,0,0,1,1,0,16,0,0,11,13,active,resid,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
358,358,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,transi,0,0,0,0,0,0,0,0,0,0,0,0,passive,transi,NA,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
359,359,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,transi15,0,0,0,0,6,1,0,16,0,0,13,84,active,transi,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
360,360,V1272,easter,rapa_nui,rapa_nui_4,Central Pacific,Easter Island,250.6,22.63233521,17.655,0,1,Restricted,24.00467111,transi35,0,0,0,0,8,1,0,1,0,0,0,0,active,transi,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
361,361,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,pare,0,0,0,0,0,0,0,0,0,0,0,0,passive,pare,NA,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
362,362,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,pare5,46,6,11,2,68,3,0,58,1,4,63.66666667,812,active,pare,-0.192982456,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
363,363,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,pare15,3,1,0,0,0,0,0,0,0,0,0,0,active,pare,1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
364,364,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,crypto,0,0,0,0,5,1,1,16,0,0,6,40,passive,crypto,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
365,365,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,crypto5,47,6,224,3,40,4,0,69,2,4,190.5,1305,active,crypto,0.08045977,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
366,366,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,crypto15,30,1,0,0,0,0,0,0,0,0,0,0,active,crypto,1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
367,367,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,resid,0,0,0,0,0,0,0,0,0,0,0,0,passive,resid,NA,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
368,368,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,resid15,4,3,100.9728886,1,10,6,0,60,5,9,236,805.1666667,active,resid,-0.428571429,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
369,369,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,resid35,0,0,0,0,1,1,0,16,0,0,11,13,active,resid,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
370,370,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,transi,0,0,0,0,0,0,0,0,0,0,0,0,passive,transi,NA,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
371,371,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,transi15,0,0,0,0,6,1,0,16,0,0,13,84,active,transi,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
372,372,V1272,easter,rapa_nui,rapa_nui_1,Central Pacific,Easter Island,250.6,22.66947101,22.769,0,1,Restricted,61.09723571,transi35,0,0,0,0,8,1,0,1,0,0,0,0,active,transi,-1,Central Pacific,Easter Island,-109.4,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
373,373,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,pare,0,0,0,0,30,1,0,8,0,0,1,28,passive,pare,-1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
374,374,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,pare5,114,5,4,0,2,1,0,9,0,0,81,1092,active,pare,0.965517241,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
375,375,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,pare15,0,0,0,0,0,0,0,0,0,0,0,0,active,pare,NA,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
376,376,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,crypto,15,3,150.8015873,5,15,3,0,6,2,10,43.33333333,283.3333333,passive,crypto,0,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
377,377,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,crypto5,88,4,1,0,5,3,1,21,1,2,141.6666667,1011.666667,active,crypto,0.892473118,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
378,378,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,crypto15,25,1,0,0,0,0,0,0,0,0,0,0,active,crypto,1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
379,379,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,resid,0,0,0,0,25,1,0,8,0,0,1,20,passive,resid,-1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
380,380,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,resid15,7,4,641.2235893,0,5,5,2,171,2,2,101.6,333.8,active,resid,0.166666667,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
381,381,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,resid35,5,4,72.56904762,0,2,1,0,58,0,0,3,3,active,resid,0.428571429,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
382,382,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,transi,0,0,0,0,15,1,0,8,0,0,0,0,passive,transi,-1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
383,383,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,transi15,0,0,0,0,6,2,0,8,0,0,0,0,active,transi,-1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
384,384,V1273,easter,rapa_nui,rapa_nui_2,Central Pacific,Easter Island,250.68,22.65680124,21.543,0,1,Restricted,62.23944474,transi35,0,0,0,0,24,2,0,14,0,0,0,0,active,transi,-1,Central Pacific,Easter Island,-109.32,-27.06,129.6691132,118.1702805,120.1712723,130.0451813,171.2939453,210.9908905,231.0711975,226.8507843,190.8768463,152.1166229,127.5617752,142.5181274
385,385,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,pare,0,0,0,0,0,0,0,0,0,0,0,0,passive,pare,NA,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
386,386,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,pare5,36,2,0,2,40,5,0,20,3,24,51.8,544,active,pare,-0.052631579,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
387,387,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,pare15,0,0,0,0,0,0,0,0,0,0,0,0,active,pare,NA,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
388,388,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,crypto,5,1,0,0,0,0,0,0,0,0,0,0,passive,crypto,1,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
389,389,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,crypto5,22,2,63.58177656,0,23,6,0,76,3,17,161,1111.166667,active,crypto,-0.022222222,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
390,390,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,crypto15,24,1,0,0,0,0,0,0,0,0,0,0,active,crypto,1,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
391,391,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,resid,0,0,0,0,0,0,0,0,0,0,0,0,passive,resid,NA,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
392,392,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,resid15,13,4,22.78990416,0,2,2,0,17,0,0,46.5,219,active,resid,0.733333333,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
393,393,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,resid35,7,5,196.6059524,2,10,5,1,25,3,6,51,79.4,active,resid,-0.176470588,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
394,394,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,transi,0,0,0,0,0,0,0,0,0,0,0,0,passive,transi,NA,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
395,395,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,transi15,0,0,0,0,12,3,0,14,0,0,0.333333333,3,active,transi,-1,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
396,396,V1274,easter,rapa_nui,rapa_nui_3,Central Pacific,Easter Island,250.52,22.64377003,23.106,0,1,Restricted,56.36786252,transi35,0,0,0,0,8,1,0,1,0,0,0,0,active,transi,-1,Central Pacific,Easter Island,-109.48,-27.14,115.198082,107.4645386,110.6657791,117.1763687,161.3848724,210.7276154,229.5249786,219.8932343,183.9457397,136.5962524,123.5983963,126.817337
397,397,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,pare,3542,127,231079.1541,0,1218,46,33,1427,6,158,104.673913,3213.869565,passive,pare,0.488235294,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
398,398,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,pare5,2316,130,572256.8995,50,1014,76,53,1573,14,138,59.96052632,1852.394737,active,pare,0.390990991,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
399,399,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,pare15,1734,144,415927.3957,0,477,59,45,488,9,45,83.33898305,1864.830508,active,pare,0.568521031,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
400,400,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,crypto,1680,161,69800.30679,0,400,60,45,471,4,30,87.1,1331.916667,passive,crypto,0.615384615,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
401,401,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,crypto5,2373,221,53606.65786,61,1627,146,107,3346,17,290,125.9315068,2115.383562,active,crypto,0.1865,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
402,402,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,crypto15,1262,29,208105.9,0,628,14,12,689,3,136,21.21428571,1174.785714,active,crypto,0.335449735,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
403,403,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,resid,2505,127,239928.8071,0,745,46,34,1427,6,95,104.673913,2828.152174,passive,resid,0.541538462,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
404,404,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,resid15,1425,305,247350.3406,0,656,194,127,10740,18,73,162.8350515,1143.35567,active,resid,0.369533878,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
405,405,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,resid35,416,205,280138.1272,0,85,61,52,737,3,4,137.6557377,406.8196721,active,resid,0.660678643,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
406,406,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,transi,825,41,28755.31438,0,330,18,18,619,1,15,53.16666667,1505,passive,transi,0.428571429,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
407,407,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,transi15,1239,121,120166.2402,0,831,106,60,2241,9,66,61.33018868,772.3301887,active,transi,0.197101449,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
408,408,V13472,central_iwp,raja_ampat,raja_ampat_9,Central Indo_Pacific,Western Coral Triangle,130.84,28.85529236,94.032,4,10,Restricted,180.3951412,transi35,1040,74,82482.22557,0,368,34,32,6326,4,40,64.32352941,1400.941176,active,transi,0.477272727,Central Indo_Pacific,Western Coral Triangle,130.84,-2.02,498.5245972,425.7294312,414.700592,428.6486206,523.5220337,722.8110352,732.1765137,775.345459,681.3447266,546.6019287,462.452301,512.2531738
409,409,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare,3168,111,16236.85788,30,5034,163,116,9979,30,880,78.72392638,2315.717791,passive,pare,-0.227505486,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
410,410,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare5,2742,71,240939.6282,202,4870,95,60,5512,14,892,66.98947368,2180.421053,active,pare,-0.279558592,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
411,411,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,pare15,1848,93,68375.04091,63,1995,129,90,6783,17,198,76.2248062,1577.651163,active,pare,-0.038251366,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
412,412,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto,1890,142,30142.51425,45,1940,135,90,8452,24,305,88.54074074,1387.074074,passive,crypto,-0.01305483,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
413,413,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto5,2924,152,18252.56971,181,4959,121,66,1714,20,720,115.0743802,2522.495868,active,crypto,-0.25815045,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
414,414,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,crypto15,1415,28,39586.5,76,1034,23,13,199,3,147,22.60869565,1151.73913,active,crypto,0.155573704,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
415,415,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid,2370,111,17548.33544,25,4435,163,117,9979,30,700,78.72392638,1877.02454,passive,resid,-0.303453343,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
416,416,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid15,1625,240,12491.24697,37,1743,189,108,4793,25,242,155.4021164,1345.84127,active,resid,-0.035035629,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
417,417,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,resid35,462,176,56945.51853,6,611,167,123,2609,22,82,111.8443114,390.7784431,active,resid,-0.138863001,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
418,418,V13486,central_iwp,raja_ampat,raja_ampat_3,Central Indo_Pacific,Western Coral Triangle,130.6,28.83803334,81.982,9,10,Restricted,81.94873486,transi,825,38,38720.55693,0,975,39,37,8168,3,75,52.1025641,1397.692308,passive,transi,-0.083333333,Central Indo_Pacific,Western Coral Triangle,130.6,-1.94,712.199646,612.984436,526.9509277,563.100708,643.6592407,804.368042,869.3522339,847.2779541,788.5827637,690.2885132,629.1133423,741.6743774
